id	name.zh-CN	name.en	filename
23156	浙大城市学院	Hangzhou City University	浙大城市学院
11412	浙大宁波理工学院	NingboTech University	浙大宁波理工学院
3223	浙江财经大学	Zhejiang University of Finance and Economics	浙江财经大学
G372	浙江财经大学东方学院		浙江财经大学东方学院
20349	浙江传媒学院	Communication University of Zhejiang	浙江传媒学院
2751	浙江大学	Zhejiang University	浙江大学
25875	浙江纺织服装职业技术学院	Zhejiang Fashion Institute of Technology	浙江纺织服装职业技术学院
3218	浙江工商大学	Zhejiang Gongshang University	浙江工商大学
10652	浙江工商大学杭州商学院	Zhejiang Gongshang University Hangzhou College of Commerce	浙江工商大学杭州商学院
4574	浙江工商职业技术学院	Zhejiang Business Technology Institute	浙江工商职业技术学院
2752	浙江工业大学	Zhejiang University of Technology	浙江工业大学
G373	浙江工业大学之江学院		浙江工业大学之江学院
4417	浙江工业职业技术学院	Zhejiang Industry Polytechnic College	浙江工业职业技术学院
20151	浙江广厦建设职业技术大学	Zhejiang Guangsha Vocational and Technical University of Construction	浙江广厦建设职业技术大学
3221	浙江海洋大学	Zhejiang Ocean University	浙江海洋大学
5435	浙江海洋大学东海科学技术学院	Zhejiang Ocean University Donghai Science and Technology College	浙江海洋大学东海科学技术学院
4590	浙江机电职业技术大学	Zhejiang Polytechnic University of Mechanical and Electrical Engineering	浙江机电职业技术大学
G374	浙江金华第一中学		浙江金华第一中学
11084	浙江金融职业学院	Zhejiang Financial College	浙江金融职业学院
8138	浙江经济职业技术学院	Zhejiang Technical Institute of Economics	浙江经济职业技术学院
4522	浙江经贸职业技术学院	Zhejiang Institute of Economics and Trade	浙江经贸职业技术学院
4589	浙江警察学院	Zhejiang Police College	浙江警察学院
4520	浙江警官职业学院	Zhejiang Police Vocational Academy	浙江警官职业学院
3039	浙江科技大学	Zhejiang University of Science & Technology	浙江科技大学
2884	浙江理工大学	Zhejiang Sci-Tech University	浙江理工大学
G375	浙江旅游职业学院		浙江旅游职业学院
G376	浙江农林大学		浙江农林大学
G377	浙江农林大学暨阳学院		浙江农林大学暨阳学院
10041	浙江商业职业技术学院	Zhejiang Business College	浙江商业职业技术学院
G378	浙江省杭州第二中学		浙江省杭州第二中学
G379	浙江省萧山中学		浙江省萧山中学
G380	浙江省余姚中学		浙江省余姚中学
3220	浙江师范大学	Zhejiang Normal University	浙江师范大学
3222	浙江树人学院	Zhejiang Shuren University	浙江树人学院
7229	浙江水利水电学院	Zhejiang University of Water Resources and Electric Power	浙江水利水电学院
5789	浙江同济科技职业学院	Zhejiang Tongji Vocational College of Science and Technology	浙江同济科技职业学院
5431	浙江外国语学院	Zhejiang International Studies University	浙江外国语学院
3227	浙江万里学院	Zhejiang Wanli University	浙江万里学院
G381	浙江艺术职业学院		浙江艺术职业学院
G382	浙江音乐学院		浙江音乐学院
5788	浙江邮电职业技术学院	Zhejiang Post And Telecommunication College	浙江邮电职业技术学院
3229	浙江育英职业技术学院	Zhejiang Yuying College of Vocational Technology	浙江育英职业技术学院
3215	浙江中医药大学	Zhejiang Chinese Medical University	浙江中医药大学
3230	郑州大学	Zhengzhou University	郑州大学
9163	郑州工商学院	Zhengzhou Technology and Business University	郑州工商学院
22595	郑州工业应用技术学院	Zhengzhou University of Industrial Technology	郑州工业应用技术学院
3686	郑州航空工业管理学院	Zhengzhou University of Aeronautics	郑州航空工业管理学院
6204	郑州经贸学院	Zhengzhou University of Economics and Business	郑州经贸学院
G383	郑州警察学院		郑州警察学院
9271	郑州科技学院	Zhengzhou University of Science and Technology	郑州科技学院
G384	郑州龙湖一中		郑州龙湖一中
4060	郑州轻工业大学	Zhengzhou University of Light Industry	郑州轻工业大学
10063	郑州商学院	Zhengzhou Business University	郑州商学院
25865	郑州升达经贸管理学院	Zhengzhou Shengda University	郑州升达经贸管理学院
6747	郑州师范学院	Zhengzhou Normal University	郑州师范学院
G385	郑州外国语学校		郑州外国语学校
3188	中北大学	North University of China	中北大学
2910	中国传媒大学	Communication University Of China	中国传媒大学
3130	中国地质大学（北京）	China University of Geosciences, Beijing	中国地质大学北京
280	中国地质大学（武汉）	China University of Geosciences	中国地质大学武汉
1377	中国海洋大学	Ocean University Of China	中国海洋大学
3129	中国计量大学	China Jiliang University	中国计量大学
7233	中国计量大学现代科技学院	China Jiliang University College of Modern Science and Technology	中国计量大学现代科技学院
2505	中国科学技术大学	University of Science and Technology of China	中国科学技术大学
7377	中国科学院大学	University of Chinese Academy of Sciences	中国科学院大学
3131	中国矿业大学	China University of Mining and Technology	中国矿业大学
3132	中国矿业大学（北京）	China University of Mining and Technology, Beijing	中国矿业大学北京
3064	中国矿业大学徐海学院	Xuhai College, China University of Mining and Technology	中国矿业大学徐海学院
G386	中国劳动关系学院		中国劳动关系学院
G387	中国美术学院		中国美术学院
3057	中国民航大学	Civil Aviation University of China	中国民航大学
6221	中国民用航空飞行学院	Civil Aviation Flight University of China	中国民用航空飞行学院
3326	中国农业大学	China Agricultural University	中国农业大学
G388	中国青年政治学院		中国青年政治学院
1528	中国人民大学	Renmin University of China	中国人民大学
G389	中国人民公安大学		中国人民公安大学
9096	中国人民解放军海军航空大学	Naval Aeronautical University	中国人民解放军海军航空大学
22296	中国人民解放军空军工程大学	Air Force Engineering University	中国人民解放军空军工程大学
26339	中国人民武装警察部队工程大学	Engineering University of PAP	中国人民武装警察部队工程大学
G390	中国社会科学院大学		中国社会科学院大学
7747	中国石油大学（北京）	China University of Petroleum, Beijing	中国石油大学北京
11475	中国石油大学（北京）克拉玛依校区	China University of Petroleum-Beijing at Karamay	中国石油大学北京克拉玛依校区
G391	中国石油大学（华东）		中国石油大学华东
G392	中国戏曲学院		中国戏曲学院
G393	中国消防救援学院		中国消防救援学院
G394	中国药科大学		中国药科大学
G395	中国医科大学		中国医科大学
G396	中国音乐学院		中国音乐学院
G397	中国政法大学		中国政法大学
G398	中华女子学院		中华女子学院
G399	中南财经政法大学		中南财经政法大学
245	中南大学	Central South University	中南大学
3109	中南林业科技大学	Central South University of Forestry and Technology	中南林业科技大学
4271	中南民族大学	South-Central Minzu University	中南民族大学
G400	中山大学		中山大学
5856	中央财经大学	Central University of Finance and Economics	中央财经大学
G401	中央美术学院		中央美术学院
8243	中央民族大学	Minzu University of China	中央民族大学
G402	中央戏剧学院		中央戏剧学院
G403	中央音乐学院		中央音乐学院
4128	中原工学院	Zhongyuan University Of Technology	中原工学院
G404	中原科技学院		中原科技学院
4602	仲恺农业工程学院	Zhongkai University of Agriculture and Engineering	仲恺农业工程学院
8655	周口师范学院	Zhoukou Normal University	周口师范学院
2791	珠海城市职业技术学院	Zhuhai City Polytechnic	珠海城市职业技术学院
24476	珠海科技学院	Zhuhai College of Science and Technology	珠海科技学院
G405	淄博师范高等专科学校		淄博师范高等专科学校
G406	淄博职业技术大学		淄博职业技术大学
G407	遵义师范学院		遵义师范学院
G408	遵义医科大学		遵义医科大学
