id	name.zh-CN	name.en
3210	湘南学院	Xiangnan University
3051	湘潭大学	Xiangtan University
6214	湘潭大学兴湘学院	Xingxiang College of Xiangtan University
26374	新疆财经大学	Xinjiang University of Finance and Economics
6191	新疆大学	Xinjiang University
11458	新疆工程学院	Xinjiang Institute of Engineering
11429	新疆理工学院	Xinjiang Institute of Technology
9172	新疆师范大学	Xinjiang Normal University
26594	新疆政法学院	Xinjiang University of Political Science and Law
25878	新乡工程学院	Xinxiang Institute of Engineering
8599	新乡学院	Xinxiang University
21867	新余学院	Xinyu University
10068	信阳农林学院	Xinyang Agriculture and Forestry University
3688	信阳师范大学	Xinyang Normal University
8680	兴义民族师范学院	Xingyi Normal University For Nationalities
10080	徐州工程学院	Xuzhou University of Technology
15861	徐州医科大学	Xuzhou Medical University
10058	许昌学院	Xuchang University
5218	烟台大学	Yantai University
22693	烟台科技学院	Yantai Institute of Science and Technology
22626	烟台理工学院	Yantai Institute of Technology
8259	烟台南山学院	Yantai Nanshan University
5483	延边大学	Yanbian University
11105	盐城工学院	Yancheng Institute of Technology
11104	盐城师范学院	Yancheng Teachers University
8848	燕京理工学院	Yanching Institute of Technology
2733	燕山大学	Yanshan University
3211	扬州大学	Yangzhou University
26375	伊犁师范大学	YiLi Normal University
8660	宜宾学院	Yibin University
8739	宜春学院	Yichun University
3212	义乌工商职业技术学院	Yiwu Industrial and Commercial College
7994	营口理工学院	YingKou Institute of Technology
13717	豫章师范学院	Yuzhang Normal University
25784	云南财经大学	Yunnan University of Finance and Economics
3213	云南大学	Yunnan University
9884	云南工商学院	Yunnan Technology and Business University
7463	云南民族大学	Yunnan Minzu University
7919	云南师范大学	Yunnan Normal University
3214	枣庄学院	Zaozhuang University
26260	湛江科技学院	Zhanjiang University of Science and Technology
26740	长春财经学院	Changchun University of Finance and Economics
2799	长春大学	Changchun University
3124	长春工程学院	Changchun Institute of Technology
2811	长春工业大学	Changchun University of Technology
2819	长春理工大学	Changchun University of Science and Technology
2809	长春师范大学	Changchun Normal University
20581	长江大学	Yangtze University
7417	长江师范学院	Yangtze Normal University
3126	长沙理工大学	Changsha University of Science and Technology
4710	长沙民政职业技术学院	Changsha Social Work College
3050	长沙学院	Changsha University
25830	昭通学院	Zhaotong University
2768	肇庆学院	Zhaoqing University
23156	浙大城市学院	Hangzhou City University
11412	浙大宁波理工学院	NingboTech University
3223	浙江财经大学	Zhejiang University of Finance and Economics
20349	浙江传媒学院	Communication University of Zhejiang
2751	浙江大学	Zhejiang University
25875	浙江纺织服装职业技术学院	Zhejiang Fashion Institute of Technology
3218	浙江工商大学	Zhejiang Gongshang University
10652	浙江工商大学杭州商学院	Zhejiang Gongshang University Hangzhou College of Commerce
4574	浙江工商职业技术学院	Zhejiang Business Technology Institute
2752	浙江工业大学	Zhejiang University of Technology
4417	浙江工业职业技术学院	Zhejiang Industry Polytechnic College
20151	浙江广厦建设职业技术大学	Zhejiang Guangsha Vocational and Technical University of Construction
3221	浙江海洋大学	Zhejiang Ocean University
5435	浙江海洋大学东海科学技术学院	Zhejiang Ocean University Donghai Science and Technology College
4590	浙江机电职业技术大学	Zhejiang Polytechnic University of Mechanical and Electrical Engineering
11084	浙江金融职业学院	Zhejiang Financial College
8138	浙江经济职业技术学院	Zhejiang Technical Institute of Economics
4522	浙江经贸职业技术学院	Zhejiang Institute of Economics and Trade
4589	浙江警察学院	Zhejiang Police College
4520	浙江警官职业学院	Zhejiang Police Vocational Academy
3039	浙江科技大学	Zhejiang University of Science & Technology
2884	浙江理工大学	Zhejiang Sci-Tech University
10041	浙江商业职业技术学院	Zhejiang Business College
3220	浙江师范大学	Zhejiang Normal University
3222	浙江树人学院	Zhejiang Shuren University
7229	浙江水利水电学院	Zhejiang University of Water Resources and Electric Power
5789	浙江同济科技职业学院	Zhejiang Tongji Vocational College of Science and Technology
5431	浙江外国语学院	Zhejiang International Studies University
3227	浙江万里学院	Zhejiang Wanli University
5788	浙江邮电职业技术学院	Zhejiang Post And Telecommunication College
3229	浙江育英职业技术学院	Zhejiang Yuying College of Vocational Technology
3215	浙江中医药大学	Zhejiang Chinese Medical University
3230	郑州大学	Zhengzhou University
9163	郑州工商学院	Zhengzhou Technology and Business University
22595	郑州工业应用技术学院	Zhengzhou University of Industrial Technology
3686	郑州航空工业管理学院	Zhengzhou University of Aeronautics
6204	郑州经贸学院	Zhengzhou University of Economics and Business
9271	郑州科技学院	Zhengzhou University of Science and Technology
4060	郑州轻工业大学	Zhengzhou University of Light Industry
10063	郑州商学院	Zhengzhou Business University
25865	郑州升达经贸管理学院	Zhengzhou Shengda University
6747	郑州师范学院	Zhengzhou Normal University
3188	中北大学	North University of China
2910	中国传媒大学	Communication University Of China
3130	中国地质大学（北京）	China University of Geosciences, Beijing
280	中国地质大学（武汉）	China University of Geosciences
1377	中国海洋大学	Ocean University Of China
3129	中国计量大学	China Jiliang University
7233	中国计量大学现代科技学院	China Jiliang University College of Modern Science and Technology
2505	中国科学技术大学	University of Science and Technology of China
7377	中国科学院大学	University of Chinese Academy of Sciences
3131	中国矿业大学	China University of Mining and Technology
3132	中国矿业大学（北京）	China University of Mining and Technology, Beijing
3064	中国矿业大学徐海学院	Xuhai College, China University of Mining and Technology
3057	中国民航大学	Civil Aviation University of China
6221	中国民用航空飞行学院	Civil Aviation Flight University of China
3326	中国农业大学	China Agricultural University
1528	中国人民大学	Renmin University of China
9096	中国人民解放军海军航空大学	Naval Aeronautical University
22296	中国人民解放军空军工程大学	Air Force Engineering University
26339	中国人民武装警察部队工程大学	Engineering University of PAP
7747	中国石油大学（北京）	China University of Petroleum, Beijing
11475	中国石油大学（北京）克拉玛依校区	China University of Petroleum-Beijing at Karamay
245	中南大学	Central South University
3109	中南林业科技大学	Central South University of Forestry and Technology
4271	中南民族大学	South-Central Minzu University
5856	中央财经大学	Central University of Finance and Economics
8243	中央民族大学	Minzu University of China
4128	中原工学院	Zhongyuan University Of Technology
4602	仲恺农业工程学院	Zhongkai University of Agriculture and Engineering
8655	周口师范学院	Zhoukou Normal University
2791	珠海城市职业技术学院	Zhuhai City Polytechnic
24476	珠海科技学院	Zhuhai College of Science and Technology
G10	杭州百腾教育科技有限公司	Hangzhou PAT Education Technology Co., Ltd.
G11	阿坝师范学院	""
G12	安徽电气工程职业技术学院	""
G13	安徽交通职业技术学院	""
G14	安徽科技工程大学	""
G15	安徽信息工程学院	""
G16	安徽医科大学	""
G17	安徽艺术学院	""
G18	安徽职业技术大学	""
G19	安徽中医药大学	""
G20	安康学院	""
G21	安庆职业技术学院	""
G22	鞍山师范学院	""
G23	白城师范学院	""
G24	蚌埠医科大学	""
G25	宝鸡文理学院	""
G26	保定学院	""
G27	保定职业技术学院	""
G28	北海艺术设计学院	""
G29	北京第二外国语学院	""
G30	北京电影学院	""
G31	北京服装学院	""
G32	北京工业职业技术学院	""
G33	北京航空航天大学北海学院	""
G34	北京交通职业技术学院	""
G35	北京金融科技学院	""
G36	北京京北职业技术学院	""
G37	北京警察学院	""
G38	北京科技职业学院	""
G39	北京青年政治学院	""
G40	北京石油化工学院	""
G41	北京体育大学	""
G42	北京网络职业学院	""
G43	北京舞蹈学院	""
G44	北京物资学院	""
G45	北京协和医学院	""
G46	北京信息职业技术学院	""
G47	北京邮电大学世纪学院	""
G48	北京语言大学	""
G49	北京中医药大学	""
G50	亳州学院	""
G51	沧州师范学院	""
G52	常州纺织服装职业技术学院	""
G53	巢湖学院	""
G54	朝阳师范学院	""
G55	成都工业职业技术学院	""
G56	成都航空职业技术大学	""
G57	成都体育学院	""
G58	成都中医药大学	""
G59	承德医学院	""
G60	赤峰大学	""
G61	重庆安全技术职业学院	""
G62	重庆城市管理职业大学	""
G63	重庆建筑工程职业学院	""
G64	重庆鲁能巴蜀中学	""
G65	重庆南开中学	""
G66	重庆人文科技学院	""
G67	重庆市第八中学校	""
G68	重庆市育才中学校	""
G69	重庆医科大学	""
G70	重庆中医药学院	""
G71	楚雄师范学院	""
G72	大理大学	""
G73	大连财经学院	""
G74	大连工业大学艺术与信息工程学院	""
G75	大连医科大学	""
G76	大连艺术学院	""
G77	电子科技大学中山学院	""
G78	东北财经大学	""
G79	东莞职业技术学院	""
G80	东南大学	""
G81	对外经济贸易大学	""
G82	鄂尔多斯应用技术学院	""
G83	福建师范大学协和学院	""
G84	福建中医药大学	""
G85	甘肃农业职业技术学院	""
G86	赣东学院	""
G87	广东白云学院	""
G88	广东第二师范学院	""
G89	广东培正学院	""
G90	广东水利电力职业技术学院	""
G91	广东文艺职业学院	""
G92	广西大学	""
G93	广西交通职业技术学院	""
G94	广西民族大学	""
G95	广西民族师范学院	""
G96	广西医科大学	""
G97	广西中医药大学	""
G98	广州华夏职业学院	""
G99	广州美术学院	""
G100	广州南方学院	""
G101	广州铁路职业技术学院	""
G102	广州医科大学	""
G103	贵州医科大学	""
G104	桂林医科大学	""
G105	哈尔滨工业大学（深圳）	""
G106	哈尔滨工业大学（威海）	""
G107	哈尔滨建筑科技职业大学	""
G108	哈尔滨体育学院	""
G109	哈尔滨医科大学	""
G110	海南经贸职业大学	""
G111	海南医科大学	""
G112	邯郸学院	""
G113	杭州电子科技大学信息工程学院	""
G114	杭州科技职业技术学院	""
G115	杭州学军中学	""
G116	杭州医学院	""
G117	河北传媒学院	""
G118	河北环境工程学院	""
G119	河北建筑工程学院	""
G120	河北科技师范学院	""
G121	河北美术学院	""
G122	河北民族师范学院	""
G123	河北农业大学	""
G124	河北水利电力学院	""
G125	河北体育学院	""
G126	河北医科大学	""
G127	河南警察学院	""
G128	河南省实验中学	""
G129	河南师范大学附属中学	""
G130	河南医药大学	""
G131	河南职业技术学院	""
G132	河南中医药大学	""
G133	河套学院	""
G134	黑龙江科技大学	""
G135	黑龙江中医药大学	""
G136	红河学院	""
G137	湖北科技学院	""
G138	湖北美术学院	""
G139	湖北文理学院	""
G140	湖南工商大学	""
G141	湖南理工大学	""
G142	湖南女子学院	""
G143	华东师范大学第二附属中学	""
G144	华东师范大学第二附属中学闵行紫竹分校	""
G145	淮南联合大学	""
G146	淮南师范学院	""
G147	黄河交通学院	""
G148	吉利学院	""
G149	吉林工程技术师范学院	""
G150	吉林化工大学	""
G151	吉林建筑科技学院	""
G152	吉林体育学院	""
G153	吉林艺术学院	""
G154	济南振声学校	""
G155	嘉兴南湖学院	""
G156	江苏城市职业学院	""
G157	江苏海事职业技术学院	""
G158	江苏科技大学	""
G159	江苏农林职业技术学院	""
G160	江西工业工程职业技术学院	""
G161	江西科技师范大学	""
G162	江西科技学院	""
G163	江西理工大学南昌校区	""
G164	江西水利电力大学	""
G165	江西现代职业技术学院	""
G166	江西应用科技学院	""
G167	江西中医药大学	""
G168	焦作市第一中学	""
G169	金华职业技术大学	""
G170	锦州医科大学	""
G171	晋中学院	""
G172	荆州理工职业学院	""
G173	开封大学	""
G174	昆明学院	""
G175	昆明冶金职业大学	""
G176	兰州工业学院	""
G177	兰州文理学院	""
G178	兰州职业技术学院	""
G179	兰州资源环境职业技术大学	""
G180	廊坊师范学院	""
G181	辽东学院	""
G182	辽宁科技学院	""
G183	辽宁理工学院	""
G184	辽宁师范大学海华学院	""
G185	辽宁中医药大学	""
G186	辽宁装备制造职业技术学院	""
G187	柳州工学院	""
G188	吕梁学院	""
G189	绵阳师范学院	""
G190	民政职业大学	""
G191	牡丹江大学	""
G192	牡丹江师范学院	""
G193	牡丹江医科大学	""
G194	南昌医学院	""
G195	南华大学	""
G196	南京大学苏州校区	""
G197	南京体育学院	""
G198	南京医科大学	""
G199	南京艺术学院	""
G200	南宁师范大学	""
G201	南通职业大学	""
G202	内蒙古财经大学	""
G203	内蒙古化工职业学院	""
G204	内蒙古科技大学	""
G205	内蒙古民族大学	""
G206	内蒙古医科大学	""
G207	内蒙古艺术学院	""
G208	宁波诺丁汉大学	""
G209	宁波市镇海中学	""
G210	宁波职业技术大学	""
G211	宁夏师范大学	""
G212	宁夏医科大学	""
G213	齐鲁师范学院	""
G214	齐齐哈尔工程学院	""
G215	青岛恒星科技学院	""
G216	青岛黄海学院	""
G217	青岛市城阳第一高级中学	""
G218	青海民族大学	""
G219	青海师范大学	""
G220	曲靖师范学院	""
G221	衢州学院	""
G222	厦门工学院	""
G223	山东财经大学燕山学院	""
G224	山东大学（威海）	""
G225	山东大学附属中学	""
G226	山东第二医科大学	""
G227	山东女子学院	""
G228	山东省垦利第一中学	""
G229	山东省平邑第一中学	""
G230	山东省青岛第二中学	""
G231	山东省实验中学	""
G232	山东省烟台第二中学	""
G233	山东外国语职业技术大学	""
G234	山东外事职业大学	""
G235	山东医药大学	""
G236	山西财经大学	""
G237	山西大同大学	""
G238	山西工程技术学院	""
G239	山西旅游职业学院	""
G240	山西能源学院	""
G241	山西农业大学	""
G242	山西医科大学	""
G243	山西中医药大学	""
G244	陕西学前师范学院	""
G245	陕西中医药大学	""
G246	汕尾职业技术学院	""
G247	上海财经大学	""
G248	上海城建职业学院	""
G249	上海出版印刷高等专科学校	""
G250	上海电机学院	""
G251	上海东海职业技术学院	""
G252	上海海关学院	""
G253	上海健康医学院	""
G254	上海民航职业技术学院	""
G255	上海市曹杨第二中学	""
G256	上海市向明中学	""
G257	上海体育大学	""
G258	上海戏剧学院	""
G259	上海现代化工职业学院	""
G260	上海音乐学院	""
G261	上海中侨职业技术大学	""
G262	上海中医药大学	""
G263	绍兴职业技术学院	""
G264	深圳理工大学	""
G265	深圳信息职业技术大学	""
G266	沈阳工学院	""
G267	沈阳体育学院	""
G268	沈阳药科大学	""
G269	沈阳医学院	""
G270	沈阳音乐学院	""
G271	石家庄学院	""
G272	首都师范大学科德学院	""
G273	首都体育学院	""
G274	首都医科大学	""
G275	首钢工学院	""
G276	寿光现代中学	""
G277	四川传媒学院	""
G278	四川电力职业技术学院	""
G279	四川警察学院	""
G280	四川美术学院	""
G281	四川外国语大学	""
G282	苏州工业职业技术学院	""
G283	苏州农业职业技术学院	""
G284	苏州职业技术大学	""
G285	太原工业学院	""
G286	太原师范学院	""
G287	太原学院	""
G288	泰山护理职业学院	""
G289	天津城建大学	""
G290	天津美术学院	""
G291	天津体育学院	""
G292	天津外国语大学	""
G293	天津医科大学	""
G294	天津音乐学院	""
G295	天津职业大学	""
G296	天津中医药大学	""
G297	天水师范大学	""
G298	通化师范学院	""
G299	外交学院	""
G300	潍坊职业学院	""
G301	温州肯恩大学	""
G302	温州理工学院	""
G303	无锡科技职业学院	""
G304	无锡太湖学院	""
G305	芜湖学院	""
G306	武昌工学院	""
G307	武汉纺织大学外经贸学院	""
G308	武汉工商学院	""
G309	武汉商贸职业学院	""
G310	武汉体育学院	""
G311	武夷学院	""
G312	西安财经大学	""
G313	西安财经大学行知学院	""
G314	西安航空学院	""
G315	西安建筑科技大学	""
G316	西安交通大学	""
G317	西安科技大学	""
G318	西安美术学院	""
G319	西安明德理工学院	""
G320	西安石油大学	""
G321	西安外国语大学	""
G322	西安文理学院	""
G323	西安医学院	""
G324	西安职业技术学院	""
G325	西北政法大学	""
G326	西藏大学	""
G327	西京学院	""
G328	西南大学附属中学校	""
G329	西南林业大学	""
G330	西南医科大学	""
G331	西南政法大学	""
G332	咸阳师范学院	""
G333	香港大学	""
G334	香港科技大学	""
G335	香港理工大学	""
G336	忻州师范学院	""
G337	新疆第二医学院	""
G338	新疆农业职业技术大学	""
G339	新疆艺术学院	""
G340	信息工程大学	""
G341	星海音乐学院	""
G342	邢台学院	""
G343	延安大学	""
G344	延安大学西安创新学院	""
G345	扬州工业职业技术学院	""
G346	扬州职业技术大学	""
G347	阳光学院	""
G348	仰恩大学	""
G349	应急管理大学	""
G350	榆林大学	""
G351	玉林师范学院	""
G352	玉溪师范学院	""
G353	豫北医学院	""
G354	岳阳学院	""
G355	云南农业大学	""
G356	云南艺术学院	""
G357	云南中医药大学	""
G358	运城学院	""
G359	运城职业技术大学	""
G360	张家口学院	""
G361	长安大学	""
G362	长春电子科技学院	""
G363	长春金融高等专科学校	""
G364	长春师范高等专科学校	""
G365	长春中医药大学	""
G366	长沙师范学院	""
G367	长沙市中雅培粹学校	""
G368	长沙职业技术学院	""
G369	长治学院	""
G370	长治医学院	""
G371	肇庆医学院	""
G372	浙江财经大学东方学院	""
G373	浙江工业大学之江学院	""
G374	浙江金华第一中学	""
G375	浙江旅游职业学院	""
G376	浙江农林大学	""
G377	浙江农林大学暨阳学院	""
G378	浙江省杭州第二中学	""
G379	浙江省萧山中学	""
G380	浙江省余姚中学	""
G381	浙江艺术职业学院	""
G382	浙江音乐学院	""
G383	郑州警察学院	""
G384	郑州龙湖一中	""
G385	郑州外国语学校	""
G386	中国劳动关系学院	""
G387	中国美术学院	""
G388	中国青年政治学院	""
G389	中国人民公安大学	""
G390	中国社会科学院大学	""
G391	中国石油大学（华东）	""
G392	中国戏曲学院	""
G393	中国消防救援学院	""
G394	中国药科大学	""
G395	中国医科大学	""
G396	中国音乐学院	""
G397	中国政法大学	""
G398	中华女子学院	""
G399	中南财经政法大学	""
G400	中山大学	""
G401	中央美术学院	""
G402	中央戏剧学院	""
G403	中央音乐学院	""
G404	中原科技学院	""
G405	淄博师范高等专科学校	""
G406	淄博职业技术大学	""
G407	遵义师范学院	""
G408	遵义医科大学	""
